Geolocation,Industry Description,Metric,2013,2015,2017,ADM1_CODE
Region II (Cagayan Valley),Other publishing activities,Establishments with intranet,,,,PH020000000
Region II (Cagayan Valley),Other publishing activities,Establishments with web presence,,,,PH020000000
Region II (Cagayan Valley),Other publishing activities,Establishments with wide area network,,,,PH020000000
Region II (Cagayan Valley),Other publishing activities,Establishments with wired local area network,,,,PH020000000
Region II (Cagayan Valley),Other publishing activities,Establishments with wireless local area network,,,,PH020000000
Region II (Cagayan Valley),Other publishing activities,Number of employees,,,,PH020000000
Region II (Cagayan Valley),Other publishing activities,Number of establishments,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Employees using computer routinely at work,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Employees using computer with internet connection routinely at work,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments which used the internet for completing forms on-line or sending completed forms,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments which used the internet for downloading or requesting government forms,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments which used the internet for finance accounting and auditing,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments which used the internet for internal or external recruitment,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments which used the internet for making on-line payments to government corporations,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments which used the internet for obtaining information from government organizations,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments which used the internet for obtaining information from other organizations,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments which used the internet for sending or receiving e-mails,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments which used the internet for sharing or distribution of information with other organizations,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments which used the internet for sharing or distribution of information within the establishment,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments which used the internet for staff training,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments with Social Media Account,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments with business transaction via cellular mobile phone/ smartphone,,,,PH020000000
Region II (Cagayan Valley),Payroll maintenance and other transaction processing activities,Establishments with computers and communication equipment,,,,PH020000000
